Folio,Incumplimiento,Estudiante,Saldo,Ingreso
5786,No,No,818.3349370155,27390.8369123046
5787,No,No,416.8611817717,39672.5172956473
5788,No,No,250.8352448988,58139.0215907988
5789,No,No,0,48411.0768955359
5790,No,Yes,481.5883754025,19623.4605356064
5791,No,Yes,1506.9115125956,23375.6459315861
5792,No,No,1100.0089313346,34358.0746761477
5793,No,No,220.6667528122,64467.7333980933
5794,No,Yes,789.2835877759,20370.1737142088
5795,No,No,41.3591758437,47351.8335386886
5796,No,No,382.9626972429,43645.9477878306
5797,No,No,567.9170514098,28875.5218052449
5798,No,No,244.5090864146,33751.245067008
5799,No,Yes,815.3415650342,26064.3656179441
5800,No,No,529.0726812741,43914.6714302252
5801,No,No,736.4185576717,48660.1510831738
5802,No,Yes,0,17744.9299653708
5803,No,Yes,1260.3411651915,11696.677762784
5804,No,Yes,708.2135530286,12092.3144674758
5805,No,Yes,99.9976112315,4376.8103373282
5806,No,No,1143.308180057,48630.0338419905
5807,No,Yes,892.3838609041,17841.5226997873
5808,No,No,1250.0472445382,50883.7144156979
5809,No,No,415.6553667395,43389.6607477004
5810,No,Yes,1058.8673842311,16059.8327513806
5811,No,No,857.6996646136,43162.6736510032
5812,No,No,1429.7672050063,37255.911102443
5813,No,Yes,322.2668570384,19231.9390865947
5814,No,No,572.1867296269,35926.3762376315
5815,No,No,1438.7584730382,24061.6475966988
5816,No,Yes,1742.8869379672,20344.428006051
5817,No,No,325.2675938102,39431.5354092195
5818,No,No,1091.4185508801,43091.1568580348
5819,No,No,1252.4095293228,53237.103541455
5820,No,No,607.4312695347,34541.3020043844
5821,Yes,No,1258.764793902,26331.3723972254
5822,No,No,1026.7027066999,33915.0488366579
5823,No,Yes,590.5662325549,9143.3964326978
5824,No,Yes,1218.1703464705,18918.3771488751
5825,No,No,260.6188019359,42125.1486747
5826,No,Yes,1498.0705912162,13274.6305622079
5827,No,No,909.9468757835,53430.8954262706
5828,No,Yes,1167.1105827252,18676.569773133
5829,No,No,923.6855830863,38403.0106218174
5830,No,Yes,1275.1970778934,15793.9091712164
5831,No,No,709.2575197011,23249.9369139183
5832,No,No,682.9880121585,41679.7597909339
5833,No,No,1355.961899173,25208.0488594895
5834,No,Yes,1815.8892940181,15490.0282669227
5835,No,No,698.2917247297,43876.1618752754
5836,No,No,189.1298582265,28827.2130879046
5837,No,No,1418.7028402821,35619.966731296
5838,No,No,670.4225823342,53666.1923387936
5839,No,No,206.0163451658,38550.3766690572
5840,No,No,1616.9621254114,47504.664497325
5841,No,No,995.5295996881,24126.6103607743
5842,No,No,591.0368362573,30834.7117877026
5843,No,No,1294.9032336795,52338.2214607824
5844,No,Yes,1259.372812612,22361.0547379156
5845,No,Yes,1313.3526704788,17437.6158261673
5846,No,No,0,24461.8544604009
5847,No,Yes,769.4791217238,27515.5709281393
5848,No,Yes,571.5771218001,15325.0791014608
5849,No,No,756.0879107656,49163.2233042613
5850,No,No,183.4286922158,39020.2288570725
5851,No,No,1054.8055891285,52290.3406700021
5852,No,No,1386.2077260789,44536.4873031943
5853,No,No,596.187984922,45929.4491787607
5854,No,Yes,1029.9169747807,16691.8032876491
5855,No,No,417.5384553744,31730.866601925
5856,No,No,1218.4213907309,40449.3117121187
5857,No,No,210.7807881311,46326.7611216619
5858,Yes,No,1178.1588583173,44437.2021385296
5859,No,No,997.6251136927,30670.9471528594
5860,No,No,637.9021809663,48425.7226516901
5861,No,No,0,54245.1197952075
5862,No,No,350.0518519782,48411.9866835366
5863,No,No,1517.9189583689,49400.1708378773
5864,No,No,190.6411053208,31463.4199838288
5865,No,No,971.5836736434,41278.4190266194
5866,No,Yes,925.3906781521,16427.5710095756
5867,No,No,1637.8399215568,34107.080564485
5868,No,No,224.5924724787,27246.0452995502
5869,No,No,255.1170309757,55980.074042527
5870,No,No,1201.0165477298,41585.8320478656
5871,No,No,1075.5701114884,51370.2097044905
5872,No,No,438.4202406313,29899.8221569397
5873,No,Yes,1246.4371783918,15756.7182461179
5874,No,Yes,1655.1128600313,17269.7989092957
5875,No,No,1063.8168015954,38457.2492873684
5876,No,No,1626.5637985969,43592.8405019296
5877,No,No,409.4040199958,48746.4343503696
5878,No,No,1018.6730177264,38421.8109111405
5879,No,Yes,1090.891882387,20421.9577177004
5880,No,No,324.8854139676,36555.3997483081
5881,No,Yes,1085.1529658593,20054.8984973707
5882,No,Yes,869.7720610464,18724.4036763584
5883,No,Yes,608.8406483043,24523.8540972795
5884,No,Yes,1042.9725645414,9595.5875706102
5885,No,Yes,1276.667761933,19073.1085231485
5886,No,No,928.094090319,55894.6620242872
5887,No,No,1592.763903918,35084.0931718366
5888,No,No,0,39653.9232059936
5889,No,No,340.9997980198,48058.3831830102
5890,No,No,81.5318651256,40847.8113111643
5891,Yes,Yes,2145.6076741002,23516.1913448152
5892,No,No,654.4160097587,47244.7041815369
5893,No,Yes,1155.7805770946,15146.8964638526
5894,No,No,1745.3135284348,49090.1285571159
5895,No,No,534.7848919197,46138.4317949854
5896,No,No,584.8374116733,39553.1714989784
5897,No,No,1365.5568508597,38511.3198025482
5898,No,Yes,946.3671497917,12532.6575241334
5899,No,No,263.1902950095,34112.4719691253
5900,No,Yes,1090.9250594398,18935.8182197473
5901,No,No,835.1899280062,44678.8317508059
5902,No,No,1265.5359857606,35133.2172929742
5903,No,No,357.5066215489,66404.6831116793
5904,No,Yes,564.0054409056,16502.3373713175
5905,No,No,817.9277097308,59431.8391841725
5906,No,No,1366.2786210181,41192.462650331
5907,No,No,836.3431371284,34559.1584045926
5908,No,No,0,27367.7826593374
5909,No,Yes,780.2279181435,25228.7107258463
5910,No,No,995.8773192357,52860.5849428525
5911,No,No,0,22827.184490446
5912,No,No,554.344586281,31028.9241956699
5913,No,No,1204.5788413005,39583.1205263355
5914,No,No,1053.3758785391,39612.6719417459
5915,No,No,821.4988469665,39318.4893922058
5916,No,Yes,470.912347175,24074.3646500836
5917,No,Yes,1534.8537346148,21678.3509653313
5918,No,No,1177.9768667691,50811.7594557063
5919,No,Yes,1151.8995166112,15097.5123322887
5920,No,Yes,906.4390691033,24662.2907204924
5921,No,Yes,1513.542436697,13246.3752793563
5922,No,No,740.8851865608,34196.067455362
5923,No,No,1176.4145117071,57318.7019687112
5924,No,No,208.2950790526,37295.8019809341
5925,No,Yes,375.3063048179,19342.158087761
5926,No,Yes,953.1305453137,18057.7864868779
5927,No,No,280.9559003271,37690.0334766458
5928,No,No,399.129471558,38004.1049833837
5929,No,No,1229.8581216683,58399.4966673188
5930,No,No,1740.8641065956,46458.6061241292
5931,No,Yes,795.1395535434,24606.1542900494
5932,No,No,584.8167761461,47449.6242381957
5933,No,No,1140.7482092077,39017.0776173997
5934,No,No,1202.3167221475,49914.5220391356
5935,No,Yes,476.7204658485,10516.8697175559
5936,No,No,1059.8722705941,38698.6727333414
5937,No,No,1367.1086056711,36427.4297417666
5938,No,Yes,1604.777659268,23999.760339155
5939,No,Yes,1055.6825371552,25109.5084708156
5940,No,No,367.6116871806,44046.0175141989
5941,No,Yes,0,18032.0737811624
5942,No,No,543.8057414256,31512.6105904963
5943,No,No,192.6274629345,38042.0183883803
5944,No,No,1184.8399530536,34527.6867960494
5945,No,Yes,1510.7772329187,19491.6940654638
5946,No,No,801.6399094198,37441.7921162931
5947,No,No,631.0308357621,44525.8899911047
5948,No,No,279.1168757285,30144.4325045929
5949,No,No,674.0325618559,54832.6657286731
5950,No,Yes,957.6302042133,15018.9136483864
5951,No,No,274.4242206308,31292.6274526086
5952,No,No,1044.4498966868,43374.0041002429
5953,No,No,319.8076069997,45202.6354001605
5954,No,Yes,429.2224629975,19442.0290889131
5955,No,No,835.5850236303,41032.3713069298
5956,No,No,2.7889203488,54838.8055107672
5957,No,Yes,867.4416447565,16396.6823596118
5958,No,Yes,271.7309256524,14215.0928835875
5959,No,No,404.1946521222,41668.419578518
5960,No,No,1572.8111076437,18218.4743623389
5961,No,No,730.6335592721,42300.1468678425
5962,No,No,0,56610.2364993919
5963,No,No,1046.1685590142,46078.9823084735
5964,No,No,514.8717738285,50339.1917982163
5965,No,Yes,1181.5860089088,22142.0521488123
5966,No,No,0,45235.2908693099
5967,No,No,272.2199277729,47757.8244082396
5968,No,No,1175.1255261274,33284.2060671339
5969,No,No,812.8896264408,48563.7997585162
5970,No,No,571.0415012742,40389.4463334741
5971,No,Yes,1041.1473512967,12488.7319281208
5972,No,No,334.0194949111,40916.0332464492
5973,No,No,1402.6011940559,37273.593072847
5974,No,No,1569.8703239927,55938.7662199415
5975,No,Yes,1035.9661070392,30531.6131073667
5976,No,No,1376.1132406848,63073.4451350521
5977,No,Yes,668.6422289578,20240.9549635787
5978,No,No,0,36249.1749894424
5979,No,No,1112.6556837135,35159.2154610084
5980,No,No,718.5798774179,12571.6893560988
5981,No,No,641.5503677046,45574.4995780144
5982,Yes,Yes,2125.7922020982,19539.1486085893
5983,No,Yes,814.354102788,17973.5091609266
5984,No,No,904.0336286073,18898.3113286727
5985,No,No,795.4973264084,25336.3268493182
5986,No,Yes,1753.5981440415,21130.9185850811
5987,No,No,284.3956974033,60840.8098445297
5988,No,Yes,1300.889693441,14156.6456712982
5989,No,No,1237.8433913825,31880.1755862105
5990,No,No,563.4665953508,31151.1870860483
5991,No,Yes,6.7278697354,21695.7027559026
5992,No,No,661.5281862401,58519.8597929747
5993,No,No,630.7148445932,53546.5706034489
5994,No,No,721.141686063,40458.9542078904
5995,No,Yes,360.0091601651,18487.4332542325
5996,No,No,751.0309852422,45581.7188592217
5997,No,No,572.4682971281,52797.4293765822
5998,No,Yes,242.4629887621,23413.3595887971
5999,No,No,199.4547895886,57455.2101645723
6000,No,No,477.5668171242,16978.2711270042
6001,No,Yes,1184.7250343839,19797.7701544466
6002,No,Yes,604.7587401811,19369.3492279276
6003,No,No,384.3310693683,34232.0692319686
6004,No,No,1399.5735612649,23577.7645096764
6005,No,No,328.7781476453,48626.356737746
6006,No,No,271.0598661109,30465.3075728577
6007,No,Yes,145.002121469,19927.0920983813
6008,No,Yes,344.1541116243,20439.6881075385
6009,No,No,985.7527395077,22829.5879790936
6010,No,Yes,1002.4192496938,17797.3437053801
6011,No,Yes,1004.8443234512,20249.2074251626
6012,No,No,483.415851611,53873.5126536571
6013,No,No,1034.6011623992,41252.7283291139
6014,No,Yes,854.6262002435,16322.7225871478
6015,No,No,796.8367296775,29397.884089772
6016,No,No,535.6968565177,55828.0817743105
6017,No,Yes,1070.6392611502,14833.0291829764
6018,No,No,0,30524.7560124986
6019,No,No,1333.9012056932,23261.8465412135
6020,Yes,No,1114.8321809341,39776.9989569363
6021,No,Yes,793.2480915854,24314.682390475
6022,No,No,433.9352900481,26888.0873419002
6023,No,Yes,1004.2736464027,17069.5235700115
6024,No,Yes,1112.7011890787,20901.2137448942
6025,No,No,298.7751393745,33255.838852479
6026,No,No,796.8463461958,20078.7892262371
6027,No,Yes,969.3971625153,17686.5619959655
6028,No,No,1075.118345695,47566.7840330557
6029,No,Yes,0,16451.9423947393
6030,No,Yes,44.6555662288,26346.8119312976
6031,No,Yes,1000.740585868,14689.4946797589
6032,No,No,1311.9993127982,26377.9739545637
6033,Yes,Yes,2086.5361645015,17893.7213718312
6034,No,No,697.0468593821,38743.0931764454
6035,No,No,1240.6642503436,30938.537452736
6036,No,Yes,726.7641456856,16079.6367519751
6037,No,No,633.5041871719,40571.7665185333
6038,No,Yes,386.1564320138,22527.647218635
6039,No,No,0,34701.1959628584
6040,No,No,808.5935854302,41222.3516738451
6041,No,No,1384.3924536174,35499.526931748
6042,No,No,713.0675439667,44413.7513911328
6043,No,No,590.6765328301,26673.8475991813
6044,No,No,294.8446533493,41591.7799629843
6045,No,No,208.0077061631,42399.5295644159
6046,No,No,220.4493278816,33213.3249240332
6047,No,No,773.1726910388,49308.1648913188
6048,No,No,1248.4770583849,37204.0735235058
6049,No,No,634.1866102993,32255.989236893
6050,No,No,678.1868936559,55542.9696290547
6051,No,No,1252.6214972068,27295.5179274614
6052,No,Yes,1297.2650427955,16864.4348878162
6053,No,No,0,38870.4967984093
6054,No,No,1190.7612918485,27257.1225311302
6055,No,No,196.5155619796,44226.6317697564
6056,No,No,619.5592065444,33476.6678580754
6057,No,No,438.6250849146,41454.7212837096
6058,No,No,676.0988600694,38571.4137503099
6059,No,No,589.9141460298,49945.3890058123
6060,No,No,1068.146350142,27859.8644498139
6061,No,No,1210.4161220172,45113.1625230447
6062,No,Yes,390.3564738291,9114.2752894638
6063,No,No,1505.7071669307,35786.3271594838
6064,No,No,490.0559753626,35895.3539099007
6065,No,No,123.2860681184,47467.9589538027
6066,No,No,563.2864112244,51720.9115265371
6067,No,No,409.1603681056,45055.8974731354
6068,No,Yes,781.6803962502,21342.4787054192
6069,No,No,870.3027255707,24263.1274357931
6070,No,No,509.1560110773,47444.1514545912
6071,No,No,1056.6624843644,39255.763309381
6072,No,No,394.9902144365,41574.8335065642
6073,No,Yes,1592.0046465442,19982.2900564444
6074,No,No,0,49250.4641066052
6075,No,No,1276.4032775743,52215.1340325795
6076,Yes,No,2413.3194489237,38540.5727051179
6077,No,No,210.1232593929,58413.1036704192
6078,Yes,No,2187.2248463119,42205.1230478132
6079,No,No,1159.8419447099,43385.0190429097
6080,No,No,1339.6031773316,46442.3537684526
6081,No,Yes,793.3474509487,11495.3931419745
6082,No,Yes,163.503391346,17545.7266406611
6083,No,No,867.6294827474,43091.9359878415
6084,No,Yes,1231.0258041957,13363.9780519247
6085,No,No,312.4154886866,47118.9994332504
6086,No,Yes,758.4480112416,20936.0686445542
6087,No,Yes,1035.8234677855,13959.4204534083
6088,No,No,763.7352796128,44125.7187251985
6089,No,Yes,728.5435561439,12475.4607349102
6090,No,No,1066.2965578945,42247.7785501089
6091,No,No,338.7252717425,37017.1014891509
6092,No,No,264.942490599,39317.5739109735
6093,No,No,1167.3256809004,43337.1300586773
6094,No,No,553.7428861761,39653.9830884822
6095,No,No,485.7928416955,38281.3147946812
6096,No,No,485.9448148405,46447.4052764736
6097,No,No,690.4383030788,66807.9362979988
6098,Yes,No,1588.5262055793,38014.5688450189
6099,No,No,460.4301907927,56002.2231998379
6100,No,No,275.6602149882,31259.9781998673
6101,No,No,336.9071195584,41907.7161462936
6102,No,No,307.693118993,42220.853917674
6103,No,Yes,1431.0776944669,20576.7799488487
6104,No,Yes,787.6182494149,11928.555234286
6105,No,Yes,1660.4040132468,18861.1546603918
6106,No,No,0,41482.7016300727
6107,No,No,1744.9358027779,43978.1123466617
6108,No,Yes,758.3096627413,12662.1260038181
6109,No,No,1173.4624660937,48396.5048279567
6110,No,No,1335.5414177291,53354.8492094829
6111,No,Yes,1434.8491640145,17459.0312731554
6112,No,No,591.0666660184,43869.3158967986
6113,No,No,862.7765105382,49444.7846508243
6114,No,Yes,1233.2500106408,16076.854261266
6115,No,Yes,911.7867777011,20928.3924409517
6116,No,No,0,43066.267558787
6117,No,No,286.9281839978,50618.7226076452
6118,No,No,377.5344919057,28045.5951152414
6119,No,No,811.7924884616,36874.6186267191
6120,No,Yes,1856.6055955731,17845.3368472939
6121,No,No,607.8379922367,33737.1754916676
6122,Yes,Yes,2182.348953748,22037.8596945121
6123,No,Yes,1406.5676710753,23050.8882693756
6124,No,Yes,662.0906031248,16310.7945058364
6125,No,No,777.0162482392,52797.9390479479
6126,No,No,0,47236.9737748412
6127,No,Yes,769.7114995906,11262.6385471944
6128,No,No,970.1847021152,38784.4591549757
6129,No,No,537.926697482,45615.1956649841
6130,No,No,768.1548836499,39701.9349136446
6131,No,No,1150.0409232443,19536.1603742206
6132,No,No,902.5572890658,32765.3881295506
6133,No,No,442.8275798104,42004.1967261282
6134,No,No,100.8668443776,31389.4585657072
6135,No,Yes,904.0563158125,23188.7151417704
6136,No,No,1396.2637225062,24379.0715403844
6137,No,No,1001.3317445844,47640.7370028943
6138,Yes,No,1631.6156172079,38906.956406913
6139,No,No,790.740517947,45900.2973580157
6140,No,No,1097.3930939903,46807.0816795955
6141,No,No,0,37598.8627860684
6142,No,Yes,1262.8353847314,12406.9989476438
6143,No,No,738.1929285677,54491.1426665823
6144,No,No,655.2677483691,28642.5825660655
6145,No,No,0,32944.9958224265
6146,No,No,638.5403332127,20607.4593037699
6147,No,No,570.9308875655,46840.7212579065
6148,No,No,1056.4436619612,31268.7370023024
6149,No,No,1522.8551547184,35805.2559666713
6150,No,No,977.3215555335,35296.2814099745
6151,No,No,743.5650135747,28893.876006198
6152,No,No,352.0332779168,38259.224093326
6153,No,No,318.2094608078,48975.3674286855
6154,No,Yes,674.8509392331,15798.1345957042
6155,No,No,268.954349522,55892.7271050541
6156,No,Yes,1023.2054785287,17694.9655968053
6157,No,No,718.1569168201,42172.0052137546
6158,No,No,843.2908051629,41692.4222129256
6159,No,No,866.7297850176,36452.7221234765
6160,No,No,449.9493219992,38987.0248623351
6161,No,No,459.101423002,45043.6664005583
6162,No,Yes,760.2195299265,17657.9855125586
6163,No,No,1160.8276319983,26022.9525905551
6164,No,No,1317.5129865723,49285.5454683772
6165,No,Yes,561.7818670723,18470.2826118409
6166,No,Yes,176.5338345917,15175.5860363194
6167,No,Yes,1059.2363405682,12601.4712132607
6168,No,No,526.7984896195,28491.4805026881
6169,No,No,20.9645038465,62862.7518268173
6170,No,No,528.9424634596,42134.2706302659
6171,No,No,1561.5335301653,54594.8467076871
6172,No,No,963.722811166,47605.7685862013
6173,No,Yes,1227.36527335,12128.1481729045
6174,No,No,1209.377358572,35071.3166163516
6175,No,Yes,671.1758687676,17564.9547548174
6176,No,No,275.6246466949,35761.3165021919
6177,No,No,776.1888729587,34140.9803931269
6178,No,Yes,699.3031150312,19789.5306648714
6179,No,Yes,606.125134637,16957.6487635412
6180,No,Yes,1231.2129230388,20000.062545376
6181,Yes,No,1408.4380846025,48012.9135707117
6182,No,No,338.495470669,34332.8432410069
6183,No,No,1380.481490322,24856.6430609977
6184,No,No,1316.4218102989,45806.9015129082
6185,No,No,1046.1820449404,48752.1317619521
6186,No,Yes,904.6842550099,17281.1191657024
6187,No,No,1281.5206480373,37665.2939400411
6188,No,No,0,46597.4950794085
6189,No,Yes,501.1116447119,22393.2730800367
6190,No,No,1085.9501502621,36532.718758
6191,No,No,351.945107393,48726.0476710277
6192,Yes,No,1803.1702590052,36192.6302248573
6193,No,No,666.6223490382,44931.9397555623
6194,No,No,154.703583999,33162.1932088175
6195,No,No,360.0891791781,44448.9158031897
6196,No,No,105.4410038386,35291.4633497544
6197,No,No,492.428292482,25848.9885016535
6198,No,Yes,1232.4224685141,24093.2964372921
6199,No,No,1154.398529481,20457.2207787254
6200,No,Yes,1113.3269644084,14579.6569774387
6201,No,Yes,699.6980374432,22590.6679750258
6202,No,Yes,1001.7856834088,24771.726937438
6203,No,Yes,1217.2269466318,16449.9989993373
6204,No,No,1156.9339983405,45325.3409651328
6205,No,Yes,1637.4507138022,18766.8551780145
6206,No,No,824.2414325819,53320.2829354298
6207,No,No,662.3428971801,49885.0191183303
6208,No,No,617.6407641606,37604.9335638557
6209,No,No,271.4519111862,34863.1041958902
6210,No,Yes,688.1812417213,18755.9532326181
6211,No,No,797.7091655674,39677.6972051307
6212,No,No,464.4043310849,53215.931577276
6213,No,Yes,976.202217528,23191.7707041583
6214,No,No,1430.7661470936,45672.5199668785
6215,No,Yes,1208.144482401,17721.2936623594
6216,No,No,0,41960.174498434
6217,No,Yes,402.3587994573,15256.4841845409
6218,No,Yes,824.5143779102,15309.2762101205
6219,No,Yes,1060.8788236948,11041.3314995672
6220,No,No,310.4959193278,47427.3290910962
6221,No,No,691.418498586,40232.6566576251
6222,No,No,23.1522666944,42016.8990932486
6223,No,Yes,913.2761575643,20446.2030006723
6224,No,No,970.8164382164,35835.3550804302
6225,No,No,1148.447537609,39662.1224082796
6226,No,No,1638.687046462,38441.1580318724
6227,No,Yes,0,19134.4447504644
6228,No,Yes,1448.9502072617,28273.8353885733
6229,No,Yes,1286.83975635,17464.9935281955
6230,No,No,762.0735995886,48268.5913873023
6231,No,No,977.5765274563,51074.2127413645
6232,No,No,368.7680523646,45647.297609605
6233,No,No,267.9593388263,46134.6226561867
6234,No,Yes,503.1563883145,18728.2969360048
6235,No,No,0,48523.3355536444
6236,No,No,282.6028771411,56118.322399718
6237,No,No,748.0570433387,47775.1808226916
6238,No,No,999.65401357,27564.688706363
6239,No,No,494.6604960386,47035.7546779674
6240,No,No,1022.6823881353,22588.5554727516
6241,No,Yes,1135.217870663,19062.5968717997
6242,No,No,707.8023302636,40140.8004546232
6243,Yes,Yes,1954.3216891969,17137.4737238985
6244,No,Yes,1282.3504094605,7230.0304708922
6245,No,No,808.6169215474,23519.672554832
6246,No,Yes,1219.9337508547,21765.3821156194
6247,No,No,481.8804217323,44137.0795000152
6248,No,No,409.4117491497,53624.4577497651
6249,No,No,1157.2773467363,31369.4919406711
6250,Yes,No,1424.9328900067,27668.952235473
6251,No,No,0,58825.6151260292
6252,No,No,687.0691307379,34434.2182340633
6253,No,No,1435.6629330318,31507.0892769087
6254,No,No,188.544102041,49697.2317876452
6255,No,No,1084.3874989557,34558.6157778435
6256,No,No,644.6185907934,37452.0672064142
6257,No,No,1345.5631307141,38602.1129816912
6258,No,Yes,733.7194635335,27165.4799804705
6259,No,Yes,744.1780148443,20773.627399272
6260,No,No,0,29542.0253992459
6261,No,Yes,1395.9618816456,23717.8511138612
6262,Yes,No,1920.2423320564,57242.9834069871
6263,No,No,538.4132679087,40773.9414587936
6264,No,Yes,385.698262315,18352.4362518163
6265,No,Yes,1350.7575768851,19692.9187842779
6266,No,No,1567.7638560207,39201.2418579226
6267,No,No,753.6868883482,42230.6477729661
6268,No,No,72.3719533701,28717.9406215258
6269,No,Yes,675.0360244067,21115.7931230146
6270,No,Yes,980.1643500153,13713.5022348193
6271,No,Yes,910.38360465,19163.8069881897
6272,No,Yes,1262.8842991551,14340.5079413575
6273,No,No,621.3127191863,39372.0771909379
6274,No,No,643.4026386387,50208.8237204257
6275,No,Yes,728.2592916645,13438.9855560242
6276,No,No,459.2602276937,59731.2887824528
6277,No,No,289.6166642426,49066.8336532824
6278,No,Yes,784.746614098,11642.9222904291
6279,No,Yes,712.5947732069,18441.0261223747
6280,No,No,1096.0036012745,52030.9726046463
6281,No,Yes,435.4855311434,19899.7545673387
6282,No,No,688.0224701329,29019.8178882188
6283,No,No,599.4283586138,36654.6481747663
6284,No,No,68.7562944774,45811.7429439996
6285,No,Yes,765.1369986388,14290.2676305606
6286,No,No,1273.1245706958,57688.5680465556
6287,No,No,1078.6210609414,46060.0847661993
6288,No,No,1677.3489563826,44972.7098631219
6289,No,No,531.7561839391,42365.0736708439
6290,No,Yes,631.1726124159,11075.8940578867
6291,No,No,1081.4785335727,34072.6438141387
6292,No,No,368.5153455857,60953.8247890952
6293,No,No,343.7269991125,38054.5553979042
6294,No,No,1715.2826888902,60137.6336767813
6295,No,No,450.3355797683,20080.1021192825
6296,No,No,740.580773423,20717.544444772
6297,No,No,0,26237.4743420025
6298,No,No,475.8690387141,35621.6911156828
6299,No,Yes,1383.7450586067,14633.9858800545
6300,No,Yes,406.4823849046,22708.9010795616
6301,No,No,857.2615656984,34406.6108232183
6302,No,Yes,1637.2352010874,16751.1697505978
6303,No,No,1094.3158715269,34854.3423889239
6304,No,No,1213.1270735159,47848.0479031211
6305,No,Yes,1074.7464064082,22729.3086500762
6306,No,Yes,1010.2126333955,13469.8666480292
6307,No,No,416.1282864403,21960.6245554699
6308,No,Yes,675.8413465287,17801.474355562
6309,No,No,0,36338.848496024
6310,No,No,867.3041732461,29541.0431470904
6311,No,No,843.9073034181,23956.519367605
6312,No,No,766.4304300385,39078.7969995895
6313,No,No,1286.5372325042,46337.1238933082
6314,No,No,1142.9351535167,34401.6671117773
6315,No,Yes,925.4112876174,15120.3356225576
6316,No,Yes,1110.453823009,14965.4373853847
6317,No,Yes,938.6059754773,24392.1040357114
6318,No,No,321.0397429455,37026.5871638077
6319,No,No,943.3876406764,39415.5956472554
6320,No,No,511.5987701677,54002.5116638967
6321,No,No,743.8495986294,24303.4676265731
6322,No,No,1089.5770606606,46890.2154037835
6323,No,No,0,46275.3634688309
6324,No,No,0,31511.6574646955
6325,No,No,1282.3212473699,37437.7109632329
6326,No,No,1373.7967923188,36888.9284103698
6327,No,No,1228.3342999315,43577.66949173
6328,No,No,1536.7883119105,34734.8638835725
6329,No,No,735.4704341334,53312.5305272226
6330,No,Yes,1142.4276050171,26114.4031521738
6331,No,No,1490.7150755931,36417.400041399
6332,No,No,880.0328325249,60203.8815636414
6333,No,No,2.8430148402,39923.8192960501
6334,Yes,Yes,2066.69560265,10470.6359999562
6335,Yes,No,2343.7975126987,51095.2939288164
6336,No,No,929.7454816906,36071.5242639506
6337,No,Yes,764.6277906742,26188.0694950508
6338,No,No,504.6044952288,31870.0182915052
6339,No,No,685.2069414405,40555.7998847453
6340,No,No,473.0274579748,43016.8607304856
6341,No,No,1302.5534992507,32235.0524502403
6342,No,No,435.0041342288,30828.8603927349
6343,No,No,601.8385009493,37697.3700511627
6344,No,No,456.7636576994,50160.6336955449
6345,No,No,1065.042918042,37747.1040516635
6346,No,No,1153.3318961114,37936.0870765089
6347,No,No,59.6330014772,35709.7384629771
6348,No,Yes,1106.4306739364,16960.6941248389
6349,No,Yes,1106.453524592,14840.9381345027
6350,No,Yes,385.4309940487,21619.6634121321
6351,No,No,0,45025.5116482779
6352,No,No,727.9574820403,53606.9731408304
6353,No,No,1028.7776089051,36276.0851393196
6354,No,Yes,1035.9166886283,10607.9061350408
6355,No,No,974.5977186812,25316.8587476378
6356,No,No,772.8092198907,39944.6072003905
6357,No,No,1014.9739793686,41993.6406134555
6358,No,Yes,0,10276.2561072754
6359,No,Yes,1403.7893406996,22893.9605150922
6360,No,No,580.4233413338,25926.2350880841
6361,No,No,499.5507443782,45954.6712416404
6362,No,Yes,748.2362054053,11613.2229514115
6363,No,No,568.0939695212,31392.0669487111
6364,No,No,1366.7257735426,35425.51207701
6365,No,No,511.6788940761,32693.8508798088
6366,No,Yes,678.2178753057,19979.6939940884
6367,No,Yes,1692.4205603741,7761.3429039526
6368,No,No,631.8045978811,32752.5192557897
6369,No,No,585.0500546129,34297.5652717648
6370,No,No,1173.4907916012,44134.744873303
6371,No,No,544.2374276209,43306.6211365794
6372,Yes,Yes,1985.3217386756,22248.4026595649
6373,No,No,1011.0609042981,38001.7121026909
6374,No,No,1231.214516945,48156.3575590725
6375,No,No,875.8424830278,45524.5321991767
6376,No,No,1516.0653837922,59194.2392055884
6377,No,No,563.1212611468,30226.4827235198
6378,No,Yes,1244.5669270387,21717.4758713767
6379,No,Yes,1215.6434680202,16403.6857647769
6380,No,No,1077.7471273438,30133.2576289141
6381,No,Yes,1393.9163680634,16658.483076576
6382,No,No,803.5700674105,45353.970680412
6383,No,No,916.7492377841,58469.9335612685
6384,No,No,147.0493335581,52074.5106972395
6385,No,No,734.4727806203,46805.5530163825
6386,No,Yes,996.2059150128,13647.5357449778
6387,No,No,1883.2002066021,47438.2557139199
6388,No,No,1271.1156976644,40578.3161858595
6389,No,No,173.7334180518,32480.5339803496
6390,No,No,1004.1876645374,37132.657213994
6391,No,Yes,2033.3624960493,18549.7453853583
6392,No,No,269.3578618099,40883.1854707986
6393,No,No,441.7014360367,44227.9102669818
6394,No,No,1471.6086288328,61385.5998656021
6395,No,Yes,1133.822003958,16602.0280192795
6396,No,No,843.3526610717,51736.9102504954
6397,No,No,250.4683325433,42309.0828207204
6398,No,No,1569.7282733018,30604.2864482531
6399,No,Yes,995.3471118407,11690.7412581951
6400,Yes,No,1572.3455897018,37895.1730685155
6401,No,No,1570.4161790221,49501.8103764281
6402,No,No,645.931623041,39695.6272589398
6403,No,No,1001.8530112229,32748.6309370085
